"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.meta.pvalue","asd.meta.pvalue.for.plot","bp.ptv.pvalue"
"2550","ENSG00000147679",8,116766505,116849463,"UTP23",0.171936291901739,0.315,0.130139107586722,1
"2551","ENSG00000101680",18,6941742,7117797,"LAMA1",0.0749639439060572,0.174,0.13019798762447,0.30899
"2552","ENSG00000244274",20,45406057,45410610,"DBNDD2",0.178402404502518,0.325,0.130256873852559,NA
"2553","ENSG00000168807",16,69187129,69309052,"SNTB2",0.445070758000025,0.666,0.130314184020088,1
"2554","ENSG00000010327",3,52495338,52524495,"STAB1",0.283397858787388,0.265,0.130373082009822,0.86626
"2555","ENSG00000118369",11,78188812,78215232,"USP35",0.134400397060266,0.254,0.130431986189896,1
"2556","ENSG00000123612",2,157526767,157628864,"ACVR1C",0.196840777755317,1,0.13049089656031,0.49138
"2557","ENSG00000013364",16,29820394,29848039,"MVP",0.364729312222465,0.577,0.130549813121064,1
"2558","ENSG00000144401",2,207580631,207625928,"METTL21A",0.0520230591916519,0.106,0.13060715052609,NA
"2559","ENSG00000115145",2,152116801,152175763,"STAM2",0.347171619591472,0.556,0.13066607884849,1
"2560","ENSG00000107242",9,68705240,69009176,"PIP5K1B",0.00779382877999764,0.0161,0.13072501336123,1
"2561","ENSG00000105258",19,36113709,36115213,"POLR2I",0.831311170848526,0.952,0.13078395406431,1
"2562","ENSG00000187664",19,19254756,19262804,"HAPLN4",0.530043206736789,0.748,0.13084290095773,1
"2563","ENSG00000170525",10,6144934,6254644,"PFKFB3",0.13090185404149,1,0.13090185404149,1
"2564","ENSG00000174628",16,19716456,19858467,"IQCK",0.465199121663777,0.686,0.130959224255317,1
"2565","ENSG00000066084",12,50504985,50748657,"DIP2B",0.535194046426823,0.752,0.131018189100723,0.50833
"2566","ENSG00000197302",16,31713229,31794869,"ZNF720",0.105421523355209,0.204,0.131077160136469,1
"2567","ENSG00000213934",11,5248269,5249857,"HBG1",0.131136137362555,1,0.131136137362555,NA
"2568","ENSG00000156502",10,69180234,69209099,"SUPV3L1",0.448723350301301,0.669,0.131193529242572,1
"2569","ENSG00000069020",5,66596361,67169595,"MAST4",0.0934776661337025,0.27,0.131252518230304,0.18655
"2570","ENSG00000198707",12,88049016,88142099,"CEP290",0.221293709560197,0.206,0.131311513408375,0.84284
"2571","ENSG00000135925",2,218880852,218899581,"WNT10A",0.249100962786348,0.466,0.131370514776787,0.36658
"2572","ENSG00000163347",3,190305707,190322446,"CLDN1",0.110945810226997,1,0.131429522335539,0.28096
"2573","ENSG00000149922",16,30085793,30091924,"TBX6",0.0681034548446578,0.065,0.131486941453052,0.72685
"2574","ENSG00000083857",4,186587794,186726722,"FAT1",0.734415320669989,0.901,0.13154596077345,1
"2575","ENSG00000152214",18,42743227,43115691,"RIT2",0.740849459016599,0.916,0.131604986284187,0.49138
"2576","ENSG00000077312",19,40750637,40765389,"SNRPA",0.131664017985265,1,0.131664017985265,1
"2577","ENSG00000107736",10,71396920,71815947,"CDH23",0.266194562017722,0.282,0.131721458768968,0.80403
"2578","ENSG00000126001",20,35455164,35519280,"CEP250",0.101179429730421,0.173,0.131780502231692,0.47395
"2579","ENSG00000100106",22,37697048,37776556,"TRIOBP",0.312481974669279,0.457,0.131839551884755,0.57953
"2580","ENSG00000232268",11,4593750,4595013,"OR52I1",0.263497042190931,1,0.131898607728159,0.61863
"2581","ENSG00000164070",4,127781821,127840733,"HSPA4L",0.454402779853959,0.835,0.131956070178052,0.1252
"2582","ENSG00000131686",1,8945867,8975092,"CA6",0.027180741809986,0.0208,0.132015137783102,0.72206
"2583","ENSG00000174136",5,98768650,98798643,"RGMB",0.0417945144750048,0.0854,0.132074211578491,1
"2584","ENSG00000084674",2,21001429,21044073,"APOB",0.313514950368052,0.539,0.132131690123268,0.4063
"2585","ENSG00000158528",7,94907202,95296415,"PPP1R9A",0.0562770717112079,0.139,0.132190775680303,0.28096
"2586","ENSG00000197959",1,171841498,172418466,"DNM3",9.01643516751734e-05,3.53e-05,0.132249867427679,0.49138
"2587","ENSG00000111254",12,4615508,4649051,"AKAP3",0.067160424749242,0.134,0.132308965365394,1
"2588","ENSG00000241563",1,10450031,10451998,"CORT",0.132366465576361,1,0.132366465576361,NA
"2589","ENSG00000167703",17,1569268,1628886,"SLC43A2",0.575029082316361,0.786,0.132425575275723,1
"2590","ENSG00000197603",5,37106228,37249376,"CPLANE1",0.589008194462882,0.908,0.132484691165424,0.15288
"2591","ENSG00000117153",1,202891116,202928636,"KLHL12",0.314396591273671,0.5,0.132542207471275,0.49138
"2592","ENSG00000123104",12,26335352,26833194,"ITPR2",0.30138263390257,0.497,0.132601335122622,1
"2593","ENSG00000165171",7,73834590,73842516,"METTL27",0.244937463407032,0.421,0.13266046896431,1
"2594","ENSG00000133961",14,73275107,73458617,"NUMB",0.152798653719394,0.209,0.132719608996337,0.61863
"2595","ENSG00000112234",6,98868535,98948006,"FBXL4",0.603475924350379,0.809,0.132777146968378,1
"2596","ENSG00000144659",3,39383370,39397351,"SLC25A38",0.255185672240351,0.355,0.132836298762051,0.6252
"2597","ENSG00000158683",7,47740202,47948466,"PKD1L1",0.55068434985631,0.753,0.132895456746064,0.54254
"2598","ENSG00000156735",8,38176533,38213301,"BAG4",0.0311412503512945,0.0639,0.132953010812989,1
"2599","ENSG00000134830",19,47332175,47347329,"C5AR2",0.174488990204785,0.29,0.133012180558648,0.49138
"2600","ENSG00000100739",14,96256210,96268967,"BDKRB1",0.0748408547803165,0.197,0.133071356494647,0.24144
"2601","ENSG00000162928",2,61017225,61051990,"PEX13",0.42009466283692,0.637,0.133128926656456,1
"2602","ENSG00000175591",11,73218281,73242427,"P2RY2",0.249589477444627,0.427,0.133188114354101,1
"2603","ENSG00000178209",8,143915153,143976734,"PLEC",0.779733219071393,0.926,0.133247308242086,1
"2604","ENSG00000182149",16,71845996,71931199,"IST1",0.0293567356307981,0.0787,0.133304894498779,0.2502
"2605","ENSG00000116095",2,178480457,178516463,"PLEKHA3",0.525489745626359,0.747,0.13336410014841,0.49138
"2606","ENSG00000273559",17,38800441,38825355,"CWC25",0.133423311988381,NA,0.133423311988381,1
"2607","ENSG00000124098",20,56358974,56368663,"FAM210B",0.133480914339957,1,0.133480914339957,NA
"2608","ENSG00000100167",22,41969475,41998221,"SEPTIN3",0.104669524171478,0.201,0.133540137941574,1
"2609","ENSG00000164976",9,34366666,34376898,"MYORG",0.0991114523501574,0.103,0.133597750816729,0.72206
"2610","ENSG00000167139",15,73873564,73889214,"TBC1D21",0.179675583004663,0.324,0.133656986179992,1
"2611","ENSG00000156413",19,5830408,5839722,"FUT6",0.481620518801183,0.814,0.133716227733595,0.21091
"2612","ENSG00000188906",12,40196744,40369285,"LRRK2",0.164895967343718,0.366,0.133773856703633,0.28096
"2613","ENSG00000173230",3,121663199,121749767,"GOLGB1",0.00212346903316012,0.00407,0.133833110018882,1
"2614","ENSG00000001167",6,41072974,41102403,"NFYA",0.426306152626348,0.643,0.133892369524471,NA
"2615","ENSG00000165899",12,80099537,80380880,"OTOGL",0.280995533848513,0.469,0.133950014589393,1
"2616","ENSG00000119397",9,121074753,121177610,"CNTRL",0.676587525591581,0.746,0.134009285856628,0.84555
"2617","ENSG00000026297",6,166922113,166957191,"RNASET2",0.501089047764521,0.722,0.134066941445128,0.49138
"2618","ENSG00000198650",16,71565660,71577092,"TAT",0.394634739778764,0.608,0.134126224474009,1
"2619","ENSG00000187556",19,13862063,13880757,"NANOS3",0.300614171876513,0.604,0.13418551369323,0.24144
"2620","ENSG00000185800",19,45782947,45792845,"DMWD",0.0655966628881899,0.103,0.134243185376614,0.50013
"2621","ENSG00000158435",2,101252886,101270316,"CNOT11",0.577797284870778,0.787,0.134302486357481,1
"2622","ENSG00000168288",2,149569637,149587778,"MMADHC",0.134361793528688,1,0.134361793528688,1
"2623","ENSG00000138119",10,93306429,93482334,"MYOF",0.159690400323474,0.292,0.134419481306956,1
"2624","ENSG00000119929",10,99702558,99756134,"CUTC",0.226851893087744,0.583,0.134478800239809,0.11863
"2625","ENSG00000151779",2,15166914,15561334,"NBAS",0.179998992610921,0.67,0.134536498541655,0.017209
"2626","ENSG00000155307",21,14485228,14658821,"SAMSN1",0.372288832582392,0.582,0.134595829236154,1
"2627","ENSG00000137100",9,34613545,34620523,"DCTN3",0.542209410045434,0.756,0.134653538061578,1
"2628","ENSG00000163291",4,78887127,78939438,"PAQR3",0.0187460470965634,0.0178,0.134712880517722,0.61863
"2629","ENSG00000213694",9,88990863,89005155,"S1PR3",0.134772229164207,1,0.134772229164207,1
"2630","ENSG00000183831",1,173608336,173669851,"ANKRD45",0.280123423768237,0.467,0.134829954084515,NA
"2631","ENSG00000165526",11,126202096,126211692,"RPUSD4",0.576381685941163,0.748,0.134889314492646,0.61863
"2632","ENSG00000176900",11,4881819,4882883,"OR51T1",0.205293720349722,1,0.134947049936532,0.50013
"2633","ENSG00000188580",6,123803865,124825640,"NKAIN2",0.232279738957123,0.591,0.135006422106308,0.11863
"2634","ENSG00000144452",2,214931542,215138626,"ABCA12",0.479739040175884,0.697,0.135064168073772,1
"2635","ENSG00000186407",17,74609885,74623738,"CD300E",0.296303387827247,0.488,0.135123552005195,1
"2636","ENSG00000189159",17,75135248,75168281,"JPT1",0.205524205277148,1,0.135182942126957,0.50013
"2637","ENSG00000184344",12,7689784,7695775,"GDF3",0.200323032030598,0.354,0.135240704189305,1
"2638","ENSG00000172461",6,96015974,96215612,"FUT9",0.757243481870878,0.924,0.135300106072714,0.49138
"2639","ENSG00000129566",14,20365667,20413501,"TEP1",0.484049629058469,0.701,0.135357878658639,1
"2640","ENSG00000198026",20,45948660,45972203,"ZNF335",0.436990682952068,0.793,0.135417292303694,0.17255
"2641","ENSG00000086570",5,151504092,151591331,"FAT2",0.0309962688968006,0.176,0.135475075413198,0.048091
"2642","ENSG00000137714",11,110429948,110464884,"FDX1",0.46909748909252,0.686,0.135534500819898,1
"2643","ENSG00000182986",19,52860851,52897693,"ZNF320",0.310643305789934,0.506,0.13559229445298,NA
"2644","ENSG00000124772",6,36740775,36839444,"CPNE5",0.102147955179974,1,0.135651731621326,0.2502
"2645","ENSG00000196123",16,67175599,67184040,"KIAA0895L",0.0455875758440718,0.0914,0.135709535777986,1
"2646","ENSG00000152223",18,45847609,45967329,"EPG5",0.165263741504159,0.355,0.135768984707978,0.30047
"2647","ENSG00000176371",15,84600986,84627796,"ZSCAN2",0.667144234042719,0.855,0.135826799388216,1
"2648","ENSG00000112249",6,100508194,100881372,"ASCC3",0.0488281808892586,0.0555,0.135886260079854,0.62373
"2649","ENSG00000137727",11,110577042,110713189,"ARHGAP20",0.201410421993044,0.355,0.13594408528367,1
"2650","ENSG00000143184",1,168576605,168582069,"XCL1",0.136003557736954,1,0.136003557736954,1
"2651","ENSG00000110799",12,5948877,6124770,"VWF",0.131358667933628,0.24,0.136061393464348,0.42481
"2652","ENSG00000163359",2,237324003,237414328,"COL6A3",0.251902078599229,0.37,0.136120877679278,0.57495
"2653","ENSG00000166352",11,36594369,36675695,"IFTAP",0.779713721034751,0.925,0.13617872393025,1
"2654","ENSG00000185046",12,98726457,99984654,"ANKS1B",0.348933337795546,0.659,0.136238219906826,0.2502
"2655","ENSG00000140474",15,74836118,74843346,"ULK3",0.187489642605909,0.272,0.136296076681376,0.58171
"2656","ENSG00000133454",22,25742144,26031045,"MYO18B",0.234285226968041,0.21,0.136355584419598,0.8561
"2657","ENSG00000135976",2,97113153,97264521,"ANKRD36",0.131051372153647,0.244,0.136413451717725,0.41184
"2658","ENSG00000117724",1,214603195,214664571,"CENPF",0.448309699400321,0.736,0.136472971217593,0.31787
"2659","ENSG00000213699",2,26764284,26781231,"SLC35F6",0.136530849039299,1,0.136530849039299,NA
"2660","ENSG00000013561",5,141958328,141990292,"RNF14",0.136590380300813,1,0.136590380300813,1
"2661","ENSG00000113583",5,133955510,133968674,"C5orf15",0.268874694653041,1,0.136648268646096,0.61863
"2662","ENSG00000113249",5,157029413,157059119,"HAVCR1",0.263331090699276,0.366,0.136707811669256,0.61863
"2663","ENSG00000119906",10,100912963,100965134,"SLF2",7.40884359536822e-05,2.5e-05,0.136765710538118,0.50067
"2664","ENSG00000140323",15,40358219,40378621,"DISP2",0.123395798050457,0.144,0.136825265322924,0.68228
"2665","ENSG00000254122",5,141417645,141512975,"PCDHGB7",0.353336604046529,0.799,0.136883174715363,0.058286
"2666","ENSG00000064115",12,26971579,27014434,"TM7SF3",0.0799585686222519,0.288,0.136942741261815,0.10368
"2667","ENSG00000109680",4,26576437,26756223,"TBC1D19",0.269270695856509,1,0.137000661177833,0.61863
"2668","ENSG00000211445",5,151020438,151028992,"GPX3",0.13706023948593,1,0.13706023948593,1
"2669","ENSG00000164687",8,81280536,81284777,"FABP5",0.34069624118073,0.542,0.137118169925526,1
"2670","ENSG00000188522",17,18968789,19004764,"FAM83G",0.3659676240348,0.501,0.137176105317393,0.6252
"2671","ENSG00000130803",19,9140397,9163424,"ZNF317",0.435654415330242,0.65,0.137235700958443,1
"2672","ENSG00000079335",1,100345001,100520277,"CDC14A",0.640796315188927,0.835,0.137293646873888,1
"2673","ENSG00000103540",16,19523811,19553408,"CCP110",0.0777379333164308,0.382,0.137353254276584,0.031373
"2674","ENSG00000241973",22,20707691,20859417,"PI4KA",0.0328436209429638,0.0214,0.137411210715607,0.77477
"2675","ENSG00000164713",7,98252379,98310441,"BRI3",0.125609485299421,0.234,0.137470829879949,1
"2676","ENSG00000177150",18,13663347,13726663,"FAM210A",0.187067847117294,0.332,0.13752879684255,1
"2677","ENSG00000116337",1,109616104,109632051,"AMPD2",0.345171649030347,0.547,0.137586768757423,1
"2678","ENSG00000173157",12,43353866,43552203,"ADAMTS20",0.204937327290366,0.479,0.137646405254717,0.20342
"2679","ENSG00000101639",18,12991362,13125052,"CEP192",0.802333992514087,0.886,0.137704387693168,0.80403
"2680","ENSG00000084636",1,31652263,31704319,"COL16A1",0.624086468338008,0.822,0.137764035952108,1
"2681","ENSG00000174231",17,1650629,1684867,"PRPF8",0.479025614791147,0.694,0.137822028914137,1
"2682","ENSG00000178896",8,144078648,144080648,"EXOSC4",0.283514157593798,0.577,0.137881688934723,0.24144
"2683","ENSG00000109079",17,28335602,28347009,"TNFAIP1",0.00648842824688506,0.0415,0.13793969242033,0.058286
"2684","ENSG00000104267",8,85463968,85481493,"CA2",0.111160340064793,0.349,0.137997700858209,0.1252
"2685","ENSG00000176225",18,70003031,70205726,"RTTN",0.137082817914148,0.493,0.138057378211746,0.05315
"2686","ENSG00000155506",5,154712843,154817605,"LARP1",0.0125328802503257,0.0156,0.138115397173204,0.49138
"2687","ENSG00000168234",18,23992773,24135610,"TTC39C",0.138175086288387,1,0.138175086288387,1
"2688","ENSG00000051341",3,121431431,121545988,"POLQ",0.0847395764282277,0.0958,0.138233115773422,0.66451
"2689","ENSG00000198691",1,93992834,94121148,"ABCA4",0.425806339008449,0.471,0.138291150210729,0.81172
"2690","ENSG00000198788",11,1074875,1110511,"MUC2",0.502546791116898,0.638,0.138350856658865,0.68228
"2691","ENSG00000169436",8,138588235,138914041,"COL22A1",0.123850835470686,0.436,0.13840890161975,0.070599
"2692","ENSG00000156273",21,29194071,29630751,"BACH1",0.920865280185334,0.984,0.138468619829531,0.61863
"2693","ENSG00000188107",6,63719980,65707226,"EYS",0.783026489293848,0.926,0.138526675313994,1
"2694","ENSG00000109929",11,121292681,121313410,"SC5D",0.602665394038345,0.746,0.138584735750729,0.68228
"2695","ENSG00000155666",16,27203508,27221768,"KDM8",0.134050425475644,0.34,0.138644471293462,0.21091
"2696","ENSG00000172752",3,130345516,130484844,"COL6A5",0.46456524321733,0.573,0.138702542253775,0.7212
"2697","ENSG00000164309",5,79689836,79800240,"CMYA5",0.331340926792657,0.677,0.13876061816636,0.17885
"2698","ENSG00000170153",4,140859807,141212877,"RNF150",0.633122447337627,0.776,0.138820371042045,0.68228
"2699","ENSG00000144674",3,37243177,37366751,"GOLGA4",0.405324822466688,1,0.138878457478208,0.80403
"2700","ENSG00000135632",2,73214222,73227221,"SMYD5",0.0856078647500747,0.164,0.138936548866643,1
"2701","ENSG00000148826",10,132783179,132786147,"NKX6-2",0.364678517160999,0.569,0.13899631907528,1
"2702","ENSG00000146802",7,112762377,112790423,"TMEM168",0.216893534680469,0.372,0.139054420987293,0.44535
"2703","ENSG00000163092",2,166888480,167259753,"XIRP2",0.00155243383454902,0.00888,0.139112527851578,0.074372
"2704","ENSG00000168016",3,36826819,36945057,"TRANK1",0.462581801292465,0.896,0.139172315393167,0.040346
"2705","ENSG00000171533",11,75586918,75669038,"MAP6",0.609353635698994,0.819,0.13923043278103,0.49138
"2706","ENSG00000132394",3,128153481,128408646,"EEFSEC",0.18780669251092,1,0.139290232084265,0.45356
"2707","ENSG00000126653",17,30115521,30186475,"NSRP1",0.443421110839456,0.777,0.139348359995705,0.21091
"2708","ENSG00000137474",11,77128246,77215241,"MYO7A",0.358950095491986,0.518,0.139406492859418,0.56623
"2709","ENSG00000137766",15,53978201,54628707,"UNC13C",0.478311016980271,0.709,0.139466309495605,0.45356
"2710","ENSG00000091136",7,107923799,108003213,"LAMB1",0.217015302862276,0.293,0.139524452882896,0.62984
"2711","ENSG00000102763",13,41566835,41961120,"VWA8",0.589337544307399,0.793,0.139582601222458,1
"2712","ENSG00000186716",22,23179704,23318037,"BCR",0.0430317436866284,0.0851,0.139640754514293,0.36658
"2713","ENSG00000138002",2,27444377,27489805,"IFT172",0.49930538986053,0.553,0.139700594054738,0.82119
"2714","ENSG00000150893",13,38687077,38887131,"FREM2",0.0688680880836983,0.518,0.139758757870151,0.0026732
"2715","ENSG00000109063",17,10628526,10657309,"MYH3",0.00201526020924035,0.0119,0.139816926637835,0.070599
"2716","ENSG00000058453",1,16740273,16972964,"CROCC",0.0433706354715276,0.232,0.139876783511232,0.043581
"2717","ENSG00000168887",2,85605254,85612066,"C2orf68",0.139934962802495,1,0.139934962802495,NA
"2718","ENSG00000146839",7,100733595,100797797,"ZAN",0.135343499082527,NA,0.139993147046029,0.3286
"2719","ENSG00000116641",1,62454298,62688386,"DOCK7",0.199536832752882,0.279,0.140053021252378,0.60155
"2720","ENSG00000121892",4,39822863,39977956,"PDS5A",0.559012739419229,0.774,0.140111216019491,0.49138
"2721","ENSG00000138182",10,89701590,89774939,"KIF20B",0.103930322527992,0.0741,0.140169415738875,0.84555
"2722","ENSG00000186943",9,104569168,104570130,"OR13C8",0.104937739609998,1,0.140229307278176,0.2502
"2723","ENSG00000169994",2,127535802,127637729,"MYO7B",0.278214909659865,0.639,0.140287517521138,0.13492
"2724","ENSG00000188690",10,125784980,125823258,"UROS",0.17615461731762,0.49,0.140345732716373,0.11878
"2725","ENSG00000187955",8,120059780,120373573,"COL14A1",0.62231327099162,0.819,0.140403952863879,1
"2726","ENSG00000188559",20,20389530,20712644,"RALGAPA2",0.128710242663236,0.237,0.140463867307438,1
"2727","ENSG00000197892",8,29067278,29263124,"KIF13B",0.210969281065007,1,0.140522097978522,0.50067
"2728","ENSG00000065618",10,104031286,104085880,"COL17A1",0.0526684048667899,0.0819,0.140580333601879,0.48173
"2729","ENSG00000105146",19,57230802,57235548,"AURKC",0.101852995642643,1,0.140638574177507,0.24144
"2730","ENSG00000163395",1,201190824,201228952,"IGFN1",0.869329794927156,0.973,0.140698511525324,0.50154
